sample,time_s,rpm,crank_phase_deg,cylinder,bank
182919,4.147823129,11372.340,648.006287,9,B
182966,4.148888889,11374.546,0.734587,0,A
183013,4.149954649,11376.750,73.476974,5,B
183059,4.150997732,11378.908,144.685303,1,A
183106,4.152063492,11381.113,217.455582,6,B
183152,4.153106576,11383.271,288.691223,2,A
183199,4.154172336,11385.475,361.489410,7,B
183245,4.155215420,11387.631,432.752319,3,A
183291,4.156258503,11389.789,504.028748,8,B
183338,4.157324263,11391.991,576.868591,4,A
183384,4.158367347,11394.147,648.172302,9,B
183431,4.159433107,11396.350,1.040042,0,A
183477,4.160476190,11398.506,72.371033,5,B
183524,4.161541950,11400.708,145.266632,1,A
183570,4.162585034,11402.863,216.624893,6,B
183617,4.163650794,11405.065,289.548370,2,A
183663,4.164693878,11407.221,360.933899,7,B
183709,4.165736961,11409.375,432.332886,3,A
183756,4.166802721,11411.576,505.298004,8,B
183802,4.167845805,11413.729,576.724243,4,A
183848,4.168888889,11415.884,648.164001,9,B
183895,4.169954649,11418.084,1.170726,0,A
183941,4.170997732,11420.236,72.637726,5,B
183987,4.172040816,11422.390,144.118195,1,A
184034,4.173106576,11424.590,217.166504,6,B
184080,4.174149660,11426.742,288.674225,2,A
184126,4.175192744,11428.893,360.195404,7,B
184173,4.176258503,11431.092,433.285309,3,A
184219,4.177301587,11433.243,504.833710,8,B
184265,4.178344671,11435.395,576.395569,4,A
184312,4.179410431,11437.594,649.527039,9,B
184358,4.180453515,11439.744,1.116145,0,A
184404,4.181496599,11441.895,72.718697,5,B
184450,4.182539683,11444.044,144.334702,1,A
184497,4.183605442,11446.242,217.521484,6,B
184543,4.184648526,11448.391,289.164703,2,A
184589,4.185691610,11450.541,360.821381,7,B
184635,4.186734694,11452.689,432.491486,3,A
184681,4.187777778,11454.840,504.175049,8,B
184728,4.188843537,11457.035,577.430847,4,A
184774,4.189886621,11459.183,649.141602,9,B
184820,4.190929705,11461.331,0.865817,0,A
184866,4.191972789,11463.479,72.603462,5,B
184912,4.193015873,11465.627,144.354553,1,A
184958,4.194058957,11467.773,216.119080,6,B
185005,4.195124717,11469.968,289.457581,2,A
185051,4.196167800,11472.115,361.249298,7,B
185097,4.197210884,11474.262,433.054413,3,A
185143,4.198253968,11476.408,504.872986,8,B
185189,4.199297052,11478.555,576.705017,4,A
185235,4.200340136,11480.700,648.550415,9,B
185281,4.201383220,11482.846,0.409275,0,A
185327,4.202426304,11484.990,72.281563,5,B
185373,4.203469388,11487.136,144.167267,1,A
185419,4.204512472,11489.280,216.066406,6,B
185466,4.205578231,11491.471,289.542419,2,A
185512,4.206621315,11493.615,361.468689,7,B
185558,4.207664399,11495.760,433.408386,3,A
185604,4.208707483,11497.902,505.361481,8,B
185650,4.209750567,11500.047,577.328003,4,A
185696,4.210793651,11502.189,649.307922,9,B
185742,4.211836735,11504.332,1.301287,0,A
185788,4.212879819,11506.475,73.308044,5,B
185834,4.213922902,11508.617,145.328201,1,A
185880,4.214965986,11510.759,217.361771,6,B
185926,4.216009070,11512.901,289.408752,2,A
185972,4.217052154,11515.043,361.469147,7,B
186018,4.218095238,11517.184,433.542908,3,A
186063,4.219115646,11519.279,504.062836,8,B
186109,4.220158730,11521.420,576.163147,4,A
186155,4.221201814,11523.560,648.276794,9,B
186201,4.222244898,11525.699,0.403889,0,A
186247,4.223287982,11527.840,72.544365,5,B
186293,4.224331066,11529.979,144.698227,1,A
186339,4.225374150,11532.118,216.865479,6,B
186385,4.226417234,11534.258,289.046112,2,A
186431,4.227460317,11536.396,361.240143,7,B
186477,4.228503401,11538.535,433.447571,3,A
186522,4.229523810,11540.625,504.098206,8,B
186568,4.230566893,11542.766,576.332092,4,A
186614,4.231609977,11544.902,648.579346,9,B
186660,4.232653061,11547.039,0.839992,0,A
186706,4.233696145,11549.176,73.114014,5,B
186752,4.234739229,11551.313,145.401398,1,A
186797,4.235759637,11553.404,216.130264,6,B
186843,4.236802721,11555.539,288.444122,2,A
186889,4.237845805,11557.676,360.771332,7,B
186935,4.238888889,11559.811,433.111908,3,A
186981,4.239931973,11561.947,505.465851,8,B
187026,4.240952381,11564.035,576.259827,4,A
187072,4.241995465,11566.170,648.640198,9,B
187118,4.243038549,11568.305,1.033945,0,A
187164,4.244081633,11570.439,73.441048,5,B
187209,4.245102041,11572.525,144.287003,1,A
187255,4.246145125,11574.661,216.720520,6,B
187301,4.247188209,11576.793,289.167389,2,A
187346,4.248208617,11578.881,360.052246,7,B
187392,4.249251701,11581.014,432.525543,3,A
187438,4.250294785,11583.146,505.012177,8,B
187484,4.251337868,11585.279,577.512146,4,A
187529,4.252358277,11587.364,648.448975,9,B
187575,4.253401361,11589.496,0.975335,0,A
187621,4.254444444,11591.627,73.515053,5,B
187666,4.255464853,11593.713,144.490723,1,A
187712,4.256507937,11595.844,217.056824,6,B
187757,4.257528345,11597.928,288.058319,2,A
187803,4.258571429,11600.059,360.650787,7,B
187849,4.259614512,11602.188,433.256592,3,A
187894,4.260634921,11604.271,504.296936,8,B
187940,4.261678005,11606.402,576.929138,4,A
187986,4.262721088,11608.530,649.574646,9,B
188031,4.263741497,11610.613,0.653767,0,A
188077,4.264784580,11612.741,73.325630,5,B
188122,4.265804989,11614.823,144.430557,1,A
188168,4.266848073,11616.951,217.128784,6,B
188213,4.267868481,11619.033,288.259491,2,A
188259,4.268911565,11621.160,360.984039,7,B
188304,4.269931973,11623.240,432.140533,3,A
188350,4.270975057,11625.369,504.891418,8,B
188395,4.271995465,11627.449,576.073669,4,A
188441,4.273038549,11629.574,648.850891,9,B
188486,4.274058957,11631.654,0.058859,0,A
188532,4.275102041,11633.779,72.862404,5,B
188577,4.276122449,11635.859,144.096130,1,A
188623,4.277165533,11637.984,216.925995,6,B
188668,4.278185941,11640.062,288.185455,2,A
188714,4.279229025,11642.188,361.041626,7,B
188759,4.280249433,11644.266,432.326843,3,A
188805,4.281292517,11646.391,505.209320,8,B
188850,4.282312925,11648.467,576.520264,4,A
188896,4.283356009,11650.591,649.429016,9,B
188941,4.284376417,11652.668,0.765646,0,A
188986,4.285396825,11654.744,72.115005,5,B
189032,4.286439909,11656.867,145.063049,1,A
189077,4.287460317,11658.943,216.438110,6,B
189123,4.288503401,11661.064,289.412445,2,A
189168,4.289523810,11663.141,360.813202,7,B
189213,4.290544218,11665.215,432.226685,3,A
189259,4.291587302,11667.336,505.240234,8,B
189304,4.292607710,11669.411,576.679382,4,A
189349,4.293628118,11671.486,648.131287,9,B
189395,4.294671202,11673.605,1.184081,0,A
189440,4.295691610,11675.680,72.661621,5,B
189485,4.296712018,11677.752,144.151855,1,A
189531,4.297755102,11679.871,217.243896,6,B
189576,4.298775510,11681.945,288.759796,2,A
189621,4.299795918,11684.017,360.288391,7,B
189667,4.300839002,11686.136,433.419617,3,A
189712,4.301859410,11688.208,504.973877,8,B
189757,4.302879819,11690.279,576.540833,4,A
189802,4.303900227,11692.351,648.120422,9,B
189848,4.304943311,11694.467,1.303812,0,A
189893,4.305963719,11696.537,72.909073,5,B
189938,4.306984127,11698.608,144.527008,1,A
189983,4.308004535,11700.680,216.157623,6,B
190029,4.309047619,11702.795,289.393127,2,A
190074,4.310068027,11704.865,361.049377,7,B
190119,4.311088435,11706.935,432.718292,3,A
190164,4.312108844,11709.003,504.399872,8,B
190209,4.313129252,11711.072,576.094116,4,A
190255,4.314172336,11713.186,649.394653,9,B
190300,4.315192744,11715.254,1.114498,0,A
190345,4.316213152,11717.322,72.847015,5,B
190390,4.317233560,11719.391,144.592194,1,A
190435,4.318253968,11721.456,216.350021,6,B
190480,4.319274376,11723.523,288.120514,2,A
190526,4.320317460,11725.635,361.498962,7,B
190571,4.321337868,11727.701,433.295044,3,A
190616,4.322358277,11729.768,505.103790,8,B
190661,4.323378685,11731.834,576.925171,4,A
190706,4.324399093,11733.898,648.759155,9,B
190751,4.325419501,11735.965,0.605833,0,A
190796,4.326439909,11738.029,72.465141,5,B
190841,4.327460317,11740.094,144.337082,1,A
190886,4.328480726,11742.158,216.221680,6,B
190931,4.329501134,11744.223,288.118896,2,A
190976,4.330521542,11746.286,360.028748,7,B
191022,4.331564626,11748.395,433.549683,3,A
191067,4.332585034,11750.458,505.485077,8,B
191112,4.333605442,11752.520,577.433105,4,A
191157,4.334625850,11754.582,649.393799,9,B
191202,4.335646259,11756.645,1.367057,0,A
191247,4.336666667,11758.707,73.352966,5,B
191292,4.337687075,11760.768,145.351501,1,A
191337,4.338707483,11762.830,217.362656,6,B
191382,4.339727891,11764.891,289.386444,2,A
191427,4.340748299,11766.951,361.422821,7,B
191472,4.341768707,11769.012,433.471832,3,A
191517,4.342789116,11771.072,505.533447,8,B
191561,4.343786848,11773.085,576.005859,4,A
191606,4.344807256,11775.145,648.092468,9,B
191651,4.345827664,11777.203,0.191611,0,A
191696,4.346848073,11779.262,72.303383,5,B
191741,4.347868481,11781.321,144.427750,1,A
191786,4.348888889,11783.379,216.564728,6,B
191831,4.349909297,11785.438,288.714294,2,A
191876,4.350929705,11787.494,360.876495,7,B
191921,4.351950113,11789.551,433.051239,3,A
191966,4.352970522,11791.608,505.238617,8,B
192011,4.353990930,11793.666,577.438538,4,A
192055,4.354988662,11795.676,648.046265,9,B
192100,4.356009070,11797.730,0.271107,0,A
192145,4.357029478,11799.787,72.508545,5,B
192190,4.358049887,11801.842,144.758575,1,A
192235,4.359070295,11803.897,217.021179,6,B
192280,4.360090703,11805.951,289.296356,2,A
192325,4.361111111,11808.006,361.584137,7,B
192369,4.362108844,11810.014,432.277679,3,A
192414,4.363129252,11812.068,504.590302,8,B
192459,4.364149660,11814.121,576.915527,4,A
192504,4.365170068,11816.175,649.253296,9,B
192549,4.366190476,11818.228,1.603658,0,A
192593,4.367188209,11820.234,72.358376,5,B
192638,4.368208617,11822.287,144.733582,1,A
192683,4.369229025,11824.338,217.121353,6,B
192728,4.370249433,11826.391,289.521698,2,A
192772,4.371247166,11828.396,360.325256,7,B
192817,4.372267574,11830.447,432.750427,3,A
192862,4.373287982,11832.498,505.188171,8,B
192906,4.374285714,11834.502,576.028320,4,A
192951,4.375306122,11836.553,648.490845,9,B
192996,4.376326531,11838.602,0.965955,0,A
193041,4.377346939,11840.652,73.453606,5,B
193085,4.378344671,11842.654,144.342545,1,A
193130,4.379365079,11844.703,216.855011,6,B
193175,4.380385488,11846.752,289.380005,2,A
193219,4.381383220,11848.754,360.305481,7,B
193264,4.382403628,11850.803,432.855286,3,A
193309,4.383424036,11852.850,505.417633,8,B
193353,4.384421769,11854.852,576.379578,4,A
193398,4.385442177,11856.898,648.966736,9,B
193443,4.386462585,11858.945,1.566375,0,A
193487,4.387460317,11860.945,72.564819,5,B
193532,4.388480726,11862.991,145.189255,1,A
193576,4.389478458,11864.992,216.211929,6,B
193621,4.390498866,11867.035,288.861145,2,A
193666,4.391519274,11869.081,361.522858,7,B
193710,4.392517007,11871.081,432.581970,3,A
193755,4.393537415,11873.125,505.268463,8,B
193799,4.394535147,11875.123,576.351807,4,A
193844,4.395555556,11877.166,649.063049,9,B
193888,4.396553288,11879.165,0.170550,0,A
193933,4.397573696,11881.207,72.906525,5,B
193977,4.398571429,11883.205,144.038239,1,A
194022,4.399591837,11885.248,216.798950,6,B
194067,4.400612245,11887.289,289.572144,2,A
194111,4.401609977,11889.285,360.740265,7,B
194156,4.402630385,11891.327,433.538208,3,A
194200,4.403628118,11893.323,504.730499,8,B
194245,4.404648526,11895.362,577.553162,4,A
194289,4.405646259,11897.358,648.769592,9,B
194334,4.406666667,11899.398,1.616928,0,A
194378,4.407664399,11901.393,72.857529,5,B
194422,4.408662132,11903.387,144.110062,1,A
194467,4.409682540,11905.426,216.994324,6,B
194511,4.410680272,11907.420,288.270996,2,A
194556,4.411700680,11909.457,361.179932,7,B
194600,4.412698413,11911.450,432.480743,3,A
194645,4.413718821,11913.488,505.414368,8,B
194689,4.414716553,11915.480,576.739319,4,A
194733,4.415714286,11917.472,648.076172,9,B
194778,4.416734694,11919.508,1.046666,0,A
194822,4.417732426,11921.498,72.407646,5,B
194867,4.418752834,11923.535,145.402786,1,A
194911,4.419750567,11925.526,216.787872,6,B
194955,4.420748299,11927.518,288.184875,2,A
195000,4.421768707,11929.552,361.216858,7,B
195044,4.422766440,11931.541,432.637939,3,A
195088,4.423764172,11933.531,504.070953,8,B
195133,4.424784580,11935.564,577.139771,4,A
195177,4.425782313,11937.553,648.596863,9,B
195221,4.426780045,11939.541,0.065824,0,A
195266,4.427800454,11941.575,73.171417,5,B
195310,4.428798186,11943.562,144.664474,1,A
195354,4.429795918,11945.549,216.169434,6,B
195399,4.430816327,11947.581,289.311829,2,A
195443,4.431814059,11949.568,360.840820,7,B
195487,4.432811791,11951.555,432.381744,3,A
195532,4.433832200,11953.586,505.560883,8,B
195576,4.434829932,11955.571,577.125854,4,A
195620,4.435827664,11957.557,648.702698,9,B
195664,4.436825397,11959.541,0.291413,0,A
195709,4.437845805,11961.570,73.519447,5,B
195753,4.438843537,11963.556,145.132202,1,A
195797,4.439841270,11965.539,216.756851,6,B
195841,4.440839002,11967.523,288.393372,2,A
195885,4.441836735,11969.508,360.041748,7,B
195930,4.442857143,11971.535,433.330780,3,A
195974,4.443854875,11973.518,505.003174,8,B
196018,4.444852608,11975.500,576.687439,4,A
196062,4.445850340,11977.481,648.383606,9,B
196106,4.446848073,11979.463,0.091585,0,A
196151,4.447868481,11981.490,73.441582,5,B
196195,4.448866213,11983.472,145.173569,1,A
196239,4.449863946,11985.451,216.917419,6,B
196283,4.450861678,11987.432,288.673126,2,A
196327,4.451859410,11989.412,360.440674,7,B
196371,4.452857143,11991.391,432.220093,3,A
196415,4.453854875,11993.371,504.011353,8,B
196460,4.454875283,11995.395,577.446472,4,A
196504,4.455873016,11997.373,649.261719,9,B
196548,4.456870748,11999.352,1.088783,0,A
196592,4.457868481,12001.330,72.927696,5,B
196636,4.458866213,12003.307,144.778442,1,A
196680,4.459863946,12005.285,216.641037,6,B
196724,4.460861678,12007.263,288.515472,2,A
196768,4.461859410,12009.238,360.401733,7,B
196812,4.462857143,12011.215,432.299805,3,A
196856,4.463854875,12013.190,504.209747,8,B
196900,4.464852608,12015.168,576.131470,4,A
196944,4.465850340,12017.143,648.065063,9,B
196988,4.466848073,12019.117,0.010463,0,A
197033,4.467868481,12021.137,73.603218,5,B
197077,4.468866213,12023.112,145.572525,1,A
197121,4.469863946,12025.086,217.553665,6,B
197165,4.470861678,12027.059,289.546600,2,A
197209,4.471859410,12029.032,361.551361,7,B
197253,4.472857143,12031.004,433.567932,3,A
197297,4.473854875,12032.979,505.596313,8,B
197341,4.474852608,12034.949,577.636536,4,A
197384,4.475827664,12036.877,648.050842,9,B
197428,4.476825397,12038.849,0.114364,0,A
197472,4.477823129,12040.820,72.189697,5,B
197516,4.478820862,12042.791,144.276825,1,A
197560,4.479818594,12044.762,216.375763,6,B
197604,4.480816327,12046.732,288.486481,2,A
197648,4.481814059,12048.702,360.609009,7,B
197692,4.482811791,12050.672,432.743317,3,A
197736,4.483809524,12052.641,504.889435,8,B
197780,4.484807256,12054.610,577.047302,4,A
197824,4.485804989,12056.578,649.216980,9,B
197868,4.486802721,12058.546,1.398456,0,A
197912,4.487800454,12060.514,73.591698,5,B
197955,4.488775510,12062.438,144.155563,1,A
197999,4.489773243,12064.404,216.372086,6,B
198043,4.490770975,12066.371,288.600403,2,A
198087,4.491768707,12068.338,360.840485,7,B
198131,4.492766440,12070.304,433.092316,3,A
198175,4.493764172,12072.270,505.355957,8,B
198219,4.494761905,12074.234,577.631348,4,A
198262,4.495736961,12076.156,648.275452,9,B
198306,4.496734694,12078.121,0.574109,0,A
198350,4.497732426,12080.086,72.884514,5,B
198394,4.498730159,12082.049,145.206680,1,A
198438,4.499727891,12084.013,217.540604,6,B
198481,4.500702948,12085.932,288.241943,2,A
198525,4.501700680,12087.896,360.599091,7,B
198569,4.502698413,12089.857,432.968018,3,A
198613,4.503696145,12091.818,505.348663,8,B
198656,4.504671202,12093.737,576.095642,4,A
198700,4.505668934,12095.699,648.499573,9,B
198744,4.506666667,12097.660,0.915185,0,A
198788,4.507664399,12099.620,73.342552,5,B
198831,4.508639456,12101.535,144.135178,1,A
198875,4.509637188,12103.498,216.585754,6,B
198919,4.510634921,12105.457,289.048065,2,A
198963,4.511632653,12107.416,361.522125,7,B
199006,4.512607710,12109.331,432.360352,3,A
199050,4.513605442,12111.290,504.857574,8,B
199094,4.514603175,12113.248,577.366516,4,A
199137,4.515578231,12115.162,648.238892,9,B
199181,4.516575964,12117.119,0.771021,0,A
199225,4.517573696,12119.078,73.314873,5,B
199268,4.518548753,12120.990,144.221329,1,A
199312,4.519546485,12122.947,216.788345,6,B
199356,4.520544218,12124.903,289.367065,2,A
199399,4.521519274,12126.814,360.307617,7,B
199443,4.522517007,12128.771,432.909485,3,A
199487,4.523514739,12130.727,505.523102,8,B
199530,4.524489796,12132.637,576.497681,4,A
199574,4.525487528,12134.591,649.134399,9,B
199617,4.526462585,12136.501,0.131616,0,A
199661,4.527460317,12138.454,72.791481,5,B
199705,4.528458050,12140.408,145.463043,1,A
199748,4.529433107,12142.317,216.494278,6,B
199792,4.530430839,12144.271,289.188965,2,A
199835,4.531405896,12146.179,360.242767,7,B
199879,4.532403628,12148.130,432.960571,3,A
199922,4.533378685,12150.037,504.036987,8,B
199966,4.534376417,12151.990,576.777893,4,A
200010,4.535374150,12153.941,649.530457,9,B
200053,4.536349206,12155.848,0.640841,0,A
200097,4.537346939,12157.797,73.416504,5,B
200140,4.538321995,12159.703,144.549454,1,A
200184,4.539319728,12161.652,217.348206,6,B
200227,4.540294785,12163.557,288.503723,2,A
200271,4.541292517,12165.506,361.325531,7,B
200314,4.542267574,12167.410,432.503601,3,A
200358,4.543265306,12169.359,505.348480,8,B
200401,4.544240363,12171.263,576.549072,4,A
200445,4.545238095,12173.210,649.416992,9,B
200488,4.546213152,12175.113,0.640118,0,A
200532,4.547210884,12177.060,73.531105,5,B
200575,4.548185941,12178.961,144.776749,1,A
200618,4.549160998,12180.863,216.033508,6,B
200662,4.550158730,12182.809,288.958923,2,A
200705,4.551133787,12184.711,360.238190,7,B
200749,4.552131519,12186.655,433.186615,3,A
200792,4.553106576,12188.557,504.488403,8,B
200836,4.554104308,12190.500,577.459839,4,A
200879,4.555079365,12192.400,648.784119,9,B
200922,4.556054422,12194.301,0.119489,0,A
200966,4.557052154,12196.242,73.125328,5,B
201009,4.558027211,12198.142,144.483170,1,A
201053,4.559024943,12200.084,217.512009,6,B
201096,4.560000000,12201.981,288.892334,2,A
201139,4.560975057,12203.879,360.283752,7,B
201183,4.561972789,12205.820,433.346924,3,A
201226,4.562947846,12207.717,504.760803,8,B
201269,4.563922902,12209.613,576.185791,4,A
201313,4.564920635,12211.555,649.283264,9,B
201356,4.565895692,12213.449,0.730711,0,A
201399,4.566870748,12215.345,72.189224,5,B
201443,4.567868481,12217.285,145.321030,1,A
201486,4.568843537,12219.179,216.801971,6,B
201529,4.569818594,12221.072,288.294006,2,A
201573,4.570816327,12223.012,361.460114,7,B
201616,4.571791383,12224.904,432.974548,3,A
201659,4.572766440,12226.798,504.500061,8,B
201702,4.573741497,12228.691,576.036682,4,A
201746,4.574739229,12230.629,649.248352,9,B
201789,4.575714286,12232.521,0.807366,0,A
201832,4.576689342,12234.412,72.377434,5,B
201876,4.577687075,12236.349,145.623383,1,A
